id,datetime,origin_lat,origin_lng,origin_state,destination_lat,destination_lng,destination_state
395,2017-02-11 06:30:00+00:00,16.8138415,81.521241,Andhra Pradesh,22.34601,87.2319753,West Bengal
396,2017-02-11 06:30:00+00:00,15.9625326,80.4382153,Andhra Pradesh,8.8932118,76.6141396,Kerala
397,2017-02-11 06:30:00+00:00,15.9625326,80.4382153,Andhra Pradesh,9.4980667,76.3388484,Kerala
400,2017-02-12 06:30:00+00:00,11.3410364,77.7171642,Tamil Nadu,12.9715987,77.5945627,Karnataka
401,2017-02-12 06:30:00+00:00,17.9312067,80.8266197,Telangana,18.1408007,83.6196649,Andhra Pradesh
402,2017-02-12 06:30:00+00:00,17.9312067,80.8266197,Telangana,17.6881121,83.2131206,Andhra Pradesh
403,2017-02-12 06:30:00+00:00,17.9312067,80.8266197,Telangana,16.8935957,80.1386714,Andhra Pradesh
398,2017-02-12 06:30:00+00:00,17.9689008,79.5940544,Telangana,8.7641661,78.1348361,Tamil Nadu
399,2017-02-12 06:30:00+00:00,11.2194391,78.1677236,Tamil Nadu,22.572646,88.363895,West Bengal
404,2017-02-14 06:30:00+00:00,17.0005383,81.8040345,Andhra Pradesh,11.664325,78.1460142,Tamil Nadu
405,2017-02-14 06:30:00+00:00,22.34601,87.2319753,West Bengal,17.8716468,78.1108279,Telangana
406,2017-02-14 06:30:00+00:00,22.572646,88.363895,West Bengal,17.385044,78.486671,Telangana
407,2017-02-15 06:30:00+00:00,17.2472528,80.1514447,Telangana,16.3066525,80.4365402,Andhra Pradesh
408,2017-02-15 06:30:00+00:00,13.0826802,80.2707184,Tamil Nadu,23.022505,72.5713621,Gujarat
422,2017-02-16 06:30:00+00:00,17.2472528,80.1514447,Telangana,24.6706654,87.9481846,West Bengal
423,2017-02-16 06:30:00+00:00,22.8045665,86.2028754,Jharkhand,16.5061743,80.6480153,Andhra Pradesh
424,2017-02-16 06:30:00+00:00,22.8045665,86.2028754,Jharkhand,16.5061743,80.6480153,Andhra Pradesh
409,2017-02-16 06:30:00+00:00,22.572646,88.363895,West Bengal,14.4673541,78.8241339,Andhra Pradesh
410,2017-02-16 06:30:00+00:00,17.2472528,80.1514447,Telangana,22.34601,87.2319753,West Bengal
411,2017-02-16 06:30:00+00:00,17.2534249,78.8467579,Telangana,19.7668633,74.4772614,Maharashtra
412,2017-02-16 06:30:00+00:00,22.572646,88.363895,West Bengal,17.6868159,83.2184815,Andhra Pradesh
413,2017-02-16 06:30:00+00:00,17.2472528,80.1514447,Telangana,21.1702401,72.8310607,Gujarat
414,2017-02-16 06:30:00+00:00,17.2472528,80.1514447,Telangana,9.9312328,76.2673041,Kerala
415,2017-02-16 06:30:00+00:00,17.2472528,80.1514447,Telangana,10.7867303,76.6547932,Kerala
417,2017-02-16 06:30:00+00:00,17.2472528,80.1514447,Telangana,11.664325,78.1460142,Tamil Nadu
418,2017-02-16 06:30:00+00:00,17.2472528,80.1514447,Telangana,10.7904833,78.7046725,Tamil Nadu
420,2017-02-16 06:30:00+00:00,22.7195687,75.8577258,Madhya Pradesh,16.8138415,81.521241,Andhra Pradesh
421,2017-02-16 06:30:00+00:00,17.2472528,80.1514447,Telangana,22.572646,88.363895,West Bengal
416,2017-02-16 06:30:00+00:00,17.2472528,80.1514447,Telangana,13.0826802,80.2707184,Tamil Nadu
419,2017-02-16 06:30:00+00:00,17.2472528,80.1514447,Telangana,8.0883064,77.5384507,Tamil Nadu
429,2017-02-17 06:30:00+00:00,26.5232056,88.7141678,West Bengal,16.8652942,81.9261999,Andhra Pradesh
430,2017-02-17 06:30:00+00:00,16.544893,81.521241,Andhra Pradesh,22.572646,88.363895,West Bengal
440,2017-02-17 06:30:00+00:00,17.2472528,80.1514447,Telangana,17.385044,78.486671,Telangana
435,2017-02-17 06:30:00+00:00,20.4923018,85.9457837,Odisha,21.7811343,87.7450379,West Bengal
436,2017-02-17 06:30:00+00:00,13.9299299,75.568101,Karnataka,21.4869337,86.9246005,Odisha
432,2017-02-17 06:30:00+00:00,16.7635216,81.8419548,Andhra Pradesh,20.7652197,86.1751759,Odisha
425,2017-02-17 06:30:00+00:00,20.462521,85.8829895,Odisha,17.6868159,83.2184815,Andhra Pradesh
426,2017-02-17 06:30:00+00:00,20.462521,85.8829895,Odisha,17.385044,78.486671,Telangana
427,2017-02-17 06:30:00+00:00,20.462521,85.8829895,Odisha,13.0826802,80.2707184,Tamil Nadu
428,2017-02-17 06:30:00+00:00,22.34601,87.2319753,West Bengal,18.4385553,79.1288412,Telangana
433,2017-02-17 06:30:00+00:00,16.544893,81.521241,Andhra Pradesh,26.1445169,91.7362365,Assam
437,2017-02-17 06:30:00+00:00,21.4869337,86.9246005,Odisha,13.9299299,75.568101,Karnataka
438,2017-02-17 06:30:00+00:00,17.2472528,80.1514447,Telangana,21.8257334,76.352571,Madhya Pradesh
439,2017-02-17 06:30:00+00:00,22.7195687,75.8577258,Madhya Pradesh,17.9689008,79.5940544,Telangana
431,2017-02-17 06:30:00+00:00,17.6895915,82.9977331,Andhra Pradesh,21.4869337,86.9246005,Odisha
434,2017-02-17 06:30:00+00:00,21.1458004,79.0881546,Maharashtra,20.4923018,85.9457837,Odisha
442,2017-02-18 06:30:00+00:00,10.3673123,77.9802906,Tamil Nadu,13.4069483,80.1102998,Tamil Nadu
441,2017-02-18 06:30:00+00:00,11.3410364,77.7171642,Tamil Nadu,17.6868159,83.2184815,Andhra Pradesh
444,2017-02-18 06:30:00+00:00,28.7040592,77.1024902,Delhi,21.4869337,86.9246005,Odisha
443,2017-02-18 06:30:00+00:00,16.4410255,80.9926327,Andhra Pradesh,10.7904833,78.7046725,Tamil Nadu
459,2017-02-20 06:30:00+00:00,22.7228159,88.480552,West Bengal,17.2337269,79.1238059,Telangana
450,2017-02-20 06:30:00+00:00,16.3066525,80.4365402,Andhra Pradesh,11.664325,78.1460142,Tamil Nadu
451,2017-02-20 06:30:00+00:00,16.3066525,80.4365402,Andhra Pradesh,10.7904833,78.7046725,Tamil Nadu
452,2017-02-20 06:30:00+00:00,16.3066525,80.4365402,Andhra Pradesh,11.2194391,78.1677236,Tamil Nadu
445,2017-02-20 06:30:00+00:00,21.4869337,86.9246005,Odisha,25.6858392,85.2145907,Bihar
446,2017-02-20 06:30:00+00:00,21.4869337,86.9246005,Odisha,17.385044,78.486671,Telangana
453,2017-02-20 06:30:00+00:00,16.611797,80.9169384,Andhra Pradesh,9.4532852,77.802417,Tamil Nadu
454,2017-02-20 06:30:00+00:00,22.572646,88.363895,West Bengal,16.5061743,80.6480153,Andhra Pradesh
455,2017-02-20 06:30:00+00:00,22.7328739,87.5169246,West Bengal,20.2960587,85.8245398,Odisha
447,2017-02-20 06:30:00+00:00,16.4851565,79.8900552,Andhra Pradesh,19.9427145,75.2131507,Maharashtra
456,2017-02-20 06:30:00+00:00,21.4869337,86.9246005,Odisha,17.6868159,83.2184815,Andhra Pradesh
457,2017-02-20 06:30:00+00:00,22.5856752,88.2301534,West Bengal,18.2969747,83.8967813,Andhra Pradesh
448,2017-02-20 06:30:00+00:00,16.3066525,80.4365402,Andhra Pradesh,11.0168445,76.9558321,Tamil Nadu
458,2017-02-20 06:30:00+00:00,22.34601,87.2319753,West Bengal,17.8716468,78.1108279,Telangana
449,2017-02-20 06:30:00+00:00,16.3066525,80.4365402,Andhra Pradesh,10.4489188,77.5209392,Tamil Nadu
461,2017-02-21 06:30:00+00:00,15.1393932,76.9214428,Karnataka,10.7904833,78.7046725,Tamil Nadu
462,2017-02-21 06:30:00+00:00,8.5241391,76.9366376,Kerala,22.572646,88.363895,West Bengal
463,2017-02-21 06:30:00+00:00,10.9512736,76.5488232,Kerala,22.572646,88.363895,West Bengal
460,2017-02-21 06:30:00+00:00,15.1393932,76.9214428,Karnataka,11.0168445,76.9558321,Tamil Nadu
464,2017-02-22 06:30:00+00:00,16.8652942,81.9261999,Andhra Pradesh,13.0826802,80.2707184,Tamil Nadu
465,2017-02-22 06:30:00+00:00,24.1759039,88.2801785,West Bengal,16.7106604,81.0952431,Andhra Pradesh
466,2017-02-22 06:30:00+00:00,16.9890648,82.2474648,Andhra Pradesh,22.572646,88.363895,West Bengal
467,2017-02-22 06:30:00+00:00,17.2472528,80.1514447,Telangana,13.0826802,80.2707184,Tamil Nadu
468,2017-02-22 06:30:00+00:00,17.2472528,80.1514447,Telangana,19.1030659,77.965299,Telangana
469,2017-02-22 06:30:00+00:00,17.2472528,80.1514447,Telangana,28.6691565,77.4537578,Uttar Pradesh
470,2017-02-22 06:30:00+00:00,17.2472528,80.1514447,Telangana,15.1393932,76.9214428,Karnataka
471,2017-02-23 06:30:00+00:00,17.2472528,80.1514447,Telangana,13.0826802,80.2707184,Tamil Nadu
472,2017-02-23 06:30:00+00:00,17.2472528,80.1514447,Telangana,17.4751077,78.5091941,Telangana
473,2017-02-24 06:30:00+00:00,9.7153133,78.1877922,Tamil Nadu,10.3446664,76.2093715,Kerala
474,2017-02-24 06:30:00+00:00,17.2472528,80.1514447,Telangana,23.0359532,88.8766899,West Bengal
475,2017-02-24 06:30:00+00:00,17.9689008,79.5940544,Telangana,22.6699915,88.9454091,West Bengal
483,2017-02-25 06:30:00+00:00,16.4685455,80.7390333,Andhra Pradesh,25.3176452,82.9739144,Uttar Pradesh
484,2017-02-25 06:30:00+00:00,16.6209149,80.5413043,Andhra Pradesh,19.171209,83.4163226,Odisha
476,2017-02-25 06:30:00+00:00,10.3673123,77.9802906,Tamil Nadu,22.572646,88.363895,West Bengal
479,2017-02-25 06:30:00+00:00,10.3673123,77.9802906,Tamil Nadu,18.2379862,78.3945321,Telangana
480,2017-02-25 06:30:00+00:00,10.3673123,77.9802906,Tamil Nadu,16.3066525,80.4365402,Andhra Pradesh
481,2017-02-25 06:30:00+00:00,17.0005383,81.8040345,Andhra Pradesh,22.572646,88.363895,West Bengal
482,2017-02-25 06:30:00+00:00,16.5061743,80.6480153,Andhra Pradesh,22.572646,88.363895,West Bengal
477,2017-02-25 06:30:00+00:00,10.3673123,77.9802906,Tamil Nadu,17.6868159,83.2184815,Andhra Pradesh
478,2017-02-25 06:30:00+00:00,10.3673123,77.9802906,Tamil Nadu,16.3066525,80.4365402,Andhra Pradesh
485,2017-02-27 06:30:00+00:00,10.3673123,77.9802906,Tamil Nadu,22.572646,88.363895,West Bengal
486,2017-02-28 06:30:00+00:00,17.2472528,80.1514447,Telangana,13.0826802,80.2707184,Tamil Nadu
487,2017-02-28 06:30:00+00:00,16.3066525,80.4365402,Andhra Pradesh,8.8932118,76.6141396,Kerala
488,2017-02-28 06:30:00+00:00,15.8135755,80.3547286,Andhra Pradesh,10.3446664,76.2093715,Kerala
489,2017-02-28 06:30:00+00:00,12.9141417,74.8559568,Karnataka,14.9070274,78.0092703,Andhra Pradesh
490,2017-03-01 06:30:00+00:00,22.34601,87.2319753,West Bengal,17.0005383,81.8040345,Andhra Pradesh
491,2017-03-01 06:30:00+00:00,22.34601,87.2319753,West Bengal,17.6868159,83.2184815,Andhra Pradesh
523,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,10.9616945,79.3881132,Tamil Nadu
512,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,11.3410364,77.7171642,Tamil Nadu
524,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,8.1832857,77.4118996,Tamil Nadu
525,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,11.4064138,76.6932438,Tamil Nadu
513,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,10.7904833,78.7046725,Tamil Nadu
502,2017-03-02 06:30:00+00:00,16.2395313,80.6493396,Andhra Pradesh,9.5680116,77.9624435,Tamil Nadu
507,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,10.4489188,77.5209392,Tamil Nadu
526,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,9.4653377,77.5275463,Tamil Nadu
527,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,11.9138598,79.8144722,Puducherry
514,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,10.0731315,78.7801544,Tamil Nadu
528,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,10.9254398,79.8380056,Puducherry
508,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,9.4532852,77.802417,Tamil Nadu
515,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,9.9252007,78.1197754,Tamil Nadu
492,2017-03-02 06:30:00+00:00,25.2138156,75.8647527,Rajasthan,22.572646,88.363895,West Bengal
493,2017-03-02 06:30:00+00:00,22.34601,87.2319753,West Bengal,25.2138156,75.8647527,Rajasthan
494,2017-03-02 06:30:00+00:00,13.0068142,76.0995519,Karnataka,22.6699915,88.9454091,West Bengal
495,2017-03-02 06:30:00+00:00,12.9715987,77.5945627,Karnataka,22.572646,88.363895,West Bengal
504,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,11.0168445,76.9558321,Tamil Nadu
496,2017-03-02 06:30:00+00:00,22.34601,87.2319753,West Bengal,23.6692956,86.151112,Jharkhand
516,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,10.9600778,78.0766036,Tamil Nadu
497,2017-03-02 06:30:00+00:00,23.5204443,87.3119227,West Bengal,26.1445169,91.7362365,Assam
498,2017-03-02 06:30:00+00:00,23.2324214,87.8614793,West Bengal,25.3176452,82.9739144,Uttar Pradesh
499,2017-03-02 06:30:00+00:00,18.1066576,83.3955506,Andhra Pradesh,22.34601,87.2319753,West Bengal
500,2017-03-02 06:30:00+00:00,10.3673123,77.9802906,Tamil Nadu,22.572646,88.363895,West Bengal
517,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,12.8341735,79.7036402,Tamil Nadu
509,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,8.7641661,78.1348361,Tamil Nadu
501,2017-03-02 06:30:00+00:00,16.8753106,79.5659633,Telangana,10.7904833,78.7046725,Tamil Nadu
518,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,12.9165167,79.1324986,Tamil Nadu
505,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,11.664325,78.1460142,Tamil Nadu
510,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,11.2194391,78.1677236,Tamil Nadu
519,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,13.1758491,79.6109049,Tamil Nadu
520,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,8.7139126,77.7566523,Tamil Nadu
511,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,8.0883064,77.5384507,Tamil Nadu
521,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,10.6572737,77.0106693,Tamil Nadu
503,2017-03-02 06:30:00+00:00,10.3673123,77.9802906,Tamil Nadu,16.5061743,80.6480153,Andhra Pradesh
506,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,13.0826802,80.2707184,Tamil Nadu
522,2017-03-02 06:30:00+00:00,17.0504374,82.1659243,Andhra Pradesh,12.6950325,78.6218853,Tamil Nadu
529,2017-03-05 06:30:00+00:00,10.3673123,77.9802906,Tamil Nadu,16.3066525,80.4365402,Andhra Pradesh
530,2017-03-05 06:30:00+00:00,9.9252007,78.1197754,Tamil Nadu,16.3066525,80.4365402,Andhra Pradesh
531,2017-03-05 06:30:00+00:00,9.9329832,77.4701972,Tamil Nadu,16.3066525,80.4365402,Andhra Pradesh
532,2017-03-06 06:30:00+00:00,14.2545822,80.109357,Andhra Pradesh,14.4425987,79.986456,Andhra Pradesh
533,2017-03-06 06:30:00+00:00,14.2545822,80.109357,Andhra Pradesh,16.3066525,80.4365402,Andhra Pradesh
534,2017-03-06 06:30:00+00:00,22.34601,87.2319753,West Bengal,16.8652942,81.9261999,Andhra Pradesh
535,2017-03-06 06:30:00+00:00,22.572646,88.363895,West Bengal,16.5061743,80.6480153,Andhra Pradesh
536,2017-03-06 06:30:00+00:00,16.3066525,80.4365402,Andhra Pradesh,22.572646,88.363895,West Bengal
537,2017-03-07 06:30:00+00:00,22.572646,88.363895,West Bengal,22.6699915,88.9454091,West Bengal
538,2017-03-07 06:30:00+00:00,22.572646,88.363895,West Bengal,24.852468,88.1254781,West Bengal
539,2017-03-07 06:30:00+00:00,22.572646,88.363895,West Bengal,25.416675,86.1293792,Bihar
540,2017-03-07 06:30:00+00:00,22.572646,88.363895,West Bengal,28.6139391,77.2090212,Delhi
541,2017-03-07 06:30:00+00:00,23.5204443,87.3119227,West Bengal,28.7040592,77.1024902,Delhi
542,2017-03-07 06:30:00+00:00,24.5973494,76.1609838,Rajasthan,22.572646,88.363895,West Bengal
543,2017-03-07 06:30:00+00:00,22.572646,88.363895,West Bengal,27.4313399,79.4703885,Uttar Pradesh
545,2017-03-08 06:30:00+00:00,16.5061743,80.6480153,Andhra Pradesh,11.3934135,77.6593394,Tamil Nadu
546,2017-03-08 06:30:00+00:00,11.9138598,79.8144722,Puducherry,19.9704597,79.3014845,Maharashtra
547,2017-03-08 06:30:00+00:00,21.1458004,79.0881546,Maharashtra,10.3673123,77.9802906,Tamil Nadu
548,2017-03-08 06:30:00+00:00,16.5061743,80.6480153,Andhra Pradesh,20.462521,85.8829895,Odisha
544,2017-03-08 06:30:00+00:00,10.6572737,77.0106693,Tamil Nadu,16.3066525,80.4365402,Andhra Pradesh
550,2017-03-09 06:30:00+00:00,22.572646,88.363895,West Bengal,12.9715987,77.5945627,Karnataka
555,2017-03-09 06:30:00+00:00,28.6691565,77.4537578,Uttar Pradesh,22.572646,88.363895,West Bengal
557,2017-03-09 06:30:00+00:00,22.572646,88.363895,West Bengal,18.2969747,83.8967813,Andhra Pradesh
552,2017-03-09 06:30:00+00:00,29.9456906,78.1642478,Uttarakhand,22.572646,88.363895,West Bengal
553,2017-03-09 06:30:00+00:00,29.9456906,78.1642478,Uttarakhand,8.5241391,76.9366376,Kerala
549,2017-03-09 06:30:00+00:00,28.8386481,78.7733286,Uttar Pradesh,22.572646,88.363895,West Bengal
554,2017-03-09 06:30:00+00:00,26.7271012,88.3952861,West Bengal,22.572646,88.363895,West Bengal
556,2017-03-09 06:30:00+00:00,16.3066525,80.4365402,Andhra Pradesh,19.0759837,72.8776559,Maharashtra
551,2017-03-09 06:30:00+00:00,28.9875082,79.4141214,Uttarakhand,22.572646,88.363895,West Bengal
558,2017-03-09 06:30:00+00:00,23.164543,87.0624261,West Bengal,17.385044,78.486671,Telangana
562,2017-03-10 06:30:00+00:00,26.1445169,91.7362365,Assam,16.5061743,80.6480153,Andhra Pradesh
559,2017-03-10 06:30:00+00:00,22.34601,87.2319753,West Bengal,14.6818877,77.6005911,Andhra Pradesh
560,2017-03-10 06:30:00+00:00,16.4349096,80.5687692,Andhra Pradesh,17.6868159,83.2184815,Andhra Pradesh
561,2017-03-10 06:30:00+00:00,16.5061743,80.6480153,Andhra Pradesh,26.1445169,91.7362365,Assam
567,2017-03-11 06:30:00+00:00,18.1066576,83.3955506,Andhra Pradesh,16.6209149,80.5413043,Andhra Pradesh
568,2017-03-11 06:30:00+00:00,16.3066525,80.4365402,Andhra Pradesh,28.6691565,77.4537578,Uttar Pradesh
569,2017-03-11 06:30:00+00:00,20.462521,85.8829895,Odisha,31.6339793,74.8722642,Punjab
570,2017-03-11 06:30:00+00:00,23.2599333,77.412615,Madhya Pradesh,16.5061743,80.6480153,Andhra Pradesh
563,2017-03-11 06:30:00+00:00,21.4869337,86.9246005,Odisha,18.2969747,83.8967813,Andhra Pradesh
564,2017-03-11 06:30:00+00:00,16.5061743,80.6480153,Andhra Pradesh,10.0236761,76.3116235,Kerala
565,2017-03-11 06:30:00+00:00,17.0005383,81.8040345,Andhra Pradesh,12.2958104,76.6393805,Karnataka
566,2017-03-11 06:30:00+00:00,14.4425987,79.986456,Andhra Pradesh,16.5061743,80.6480153,Andhra Pradesh
571,2017-03-12 06:30:00+00:00,20.462521,85.8829895,Odisha,31.6339793,74.8722642,Punjab
572,2017-03-12 06:30:00+00:00,20.462521,85.8829895,Odisha,31.9847061,75.949227,Himachal Pradesh
573,2017-03-12 06:30:00+00:00,20.462521,85.8829895,Odisha,21.7811343,87.7450379,West Bengal
574,2017-03-12 06:30:00+00:00,22.572646,88.363895,West Bengal,28.7040592,77.1024902,Delhi
578,2017-03-14 06:30:00+00:00,16.3066525,80.4365402,Andhra Pradesh,11.3410364,77.7171642,Tamil Nadu
579,2017-03-14 06:30:00+00:00,16.7849906,80.8488498,Andhra Pradesh,12.2958104,76.6393805,Karnataka
580,2017-03-14 06:30:00+00:00,19.664737,82.2121421,Odisha,22.34601,87.2319753,West Bengal
581,2017-03-14 06:30:00+00:00,25.7771391,87.4752551,Bihar,22.34601,87.2319753,West Bengal
582,2017-03-14 06:30:00+00:00,24.076836,75.0692952,Madhya Pradesh,13.0826802,80.2707184,Tamil Nadu
575,2017-03-14 06:30:00+00:00,11.0168445,76.9558321,Tamil Nadu,26.9124336,75.7872709,Rajasthan
576,2017-03-14 06:30:00+00:00,11.0168445,76.9558321,Tamil Nadu,28.7040592,77.1024902,Delhi
577,2017-03-14 06:30:00+00:00,15.8135755,80.3547286,Andhra Pradesh,9.5915668,76.5221531,Kerala
583,2017-03-15 06:30:00+00:00,10.131939,76.4821849,Kerala,16.5061743,80.6480153,Andhra Pradesh
584,2017-03-15 06:30:00+00:00,16.3066525,80.4365402,Andhra Pradesh,10.4489188,77.5209392,Tamil Nadu
585,2017-03-15 06:30:00+00:00,22.572646,88.363895,West Bengal,16.5061743,80.6480153,Andhra Pradesh
586,2017-03-15 06:30:00+00:00,16.5061743,80.6480153,Andhra Pradesh,26.1445169,91.7362365,Assam
587,2017-03-15 06:30:00+00:00,22.5738343,88.1779182,West Bengal,22.0571189,84.6897495,Odisha
588,2017-03-15 06:30:00+00:00,14.4673541,78.8241339,Andhra Pradesh,22.5738343,88.1779182,West Bengal
